iter	MAE
332	0.5258973445
333	0.525773625
334	0.5255978065
335	0.5254390831
336	0.5253821953
337	0.5252055145
338	0.5250043099
339	0.5249304679
340	0.5248098632
341	0.5247676951
342	0.5246738477
343	0.5245137267
344	0.5244431283
345	0.5243944557
346	0.5242372213
347	0.5241069871
348	0.5239586272
349	0.5239090883
350	0.523792009
351	0.5235624741
352	0.523445251
353	0.5233886071
354	0.5233045102
355	0.5231626316
356	0.523137002
357	0.5230057001
358	0.5229024886
359	0.5228506931
360	0.5228321368
361	0.5227007256
362	0.5226344554
363	0.5225826419
364	0.5224319726
365	0.5223857346
366	0.5223220404
367	0.5221429849
368	0.5220034822
369	0.5218965556
370	0.5217043673
371	0.5216924856
372	0.5216317859
373	0.5215215517
374	0.521453708
375	0.5212753013
376	0.5212345892
377	0.5211397804
378	0.5210644212
379	0.5210033877
380	0.5209540174
381	0.5208715519
382	0.5208341855
383	0.5208015493
384	0.5207319781
385	0.5206614284
386	0.5206271928
387	0.520507641
388	0.5204791914
389	0.5204512472
390	0.5203772136
391	0.5202963606
392	0.5202798193
393	0.5201597236
394	0.5201460919
395	0.5201004308
396	0.5200437252
397	0.5199624613
398	0.5198902089
399	0.5198322783
400	0.5196645771
401	0.5195819652
402	0.519436045
403	0.5193951481
404	0.5193669602
405	0.5193015096
406	0.5192663403
407	0.5191729242
408	0.5191637639
409	0.5190592418
410	0.519040313
411	0.5189805895
412	0.5188048622
413	0.5187350636
414	0.5185956887
415	0.5185764217
416	0.5184247907
417	0.5183478037
418	0.5182875436
419	0.5182344637
420	0.5182120908
421	0.5181231371
422	0.5181007947
423	0.5179938495
424	0.5179509702
425	0.5179055977
426	0.517867467
427	0.5178436877
428	0.5176944325
429	0.5176432501
430	0.5175821719
431	0.5175043732
432	0.5174851869
433	0.5174590743
434	0.5173194597
435	0.5172512023
436	0.5171554723
437	0.5170862444
438	0.5170713351
439	0.5170295837
440	0.5170086496
441	0.5169764395
442	0.5169302163
443	0.51690329
444	0.51690329
445	0.5168435166
446	0.5167818898
447	0.5167600495
448	0.5167240328
449	0.5166185171
450	0.5165654796
451	0.5165379611
452	0.5165330697
453	0.5164851641
454	0.5164619774
455	0.5164030892
456	0.5163522115
457	0.5162670927
458	0.5162438752
459	0.5162210553
460	0.5162050821
461	0.5161567128
462	0.5161379953
463	0.5161206964
464	0.5160465765
465	0.5160465765
466	0.5160465765
467	0.5160465765
468	0.5160328988
469	0.5160234452
470	0.5159739921
471	0.5159491374
472	0.5159327587
473	0.5159077609
474	0.5159077609
475	0.5159077609
476	0.5159077609
477	0.5159077609
478	0.515887183
479	0.515887183
480	0.515887183
481	0.5158602209
482	0.5158339802
483	0.5158339802
484	0.5158339802
485	0.5158339802
486	0.5158176921
487	0.5158176921
488	0.5158176921
489	0.5158176921
490	0.5157910953
491	0.5157239785
492	0.5157239785
493	0.5156571145
494	0.5156571145
495	0.5155864443
496	0.5155606989
497	0.515500158
498	0.5154159794
499	0.5152755063
500	0.5152075007
501	0.515177004
502	0.515134707
503	0.5150759139
504	0.515010069
505	0.5149245369
506	0.5148359745
507	0.5148359745
508	0.5148130628
509	0.5147873181
510	0.5146969471
511	0.5146969471
512	0.5146277502
513	0.5145992985
514	0.5145336929
515	0.5145336929
516	0.5145138924
517	0.5144858959
518	0.5144577262
519	0.5143977425
520	0.5143780497
521	0.5143048677
522	0.5142587141
523	0.5142258575
524	0.514175828
525	0.51411578
526	0.5140750447
527	0.5140245781
528	0.5140049125
529	0.5139393863
530	0.5138389128
531	0.5138070668
532	0.5137652228
533	0.5137321936
534	0.5136123814
535	0.5135472697
536	0.5134362407
537	0.5134362407
538	0.5134130597
539	0.5133422899
540	0.5133106782
541	0.5132652004
542	0.5132321629
543	0.5132174094
544	0.5131674728
545	0.5130782382
546	0.5130591216
547	0.5130241301
548	0.5130241301
549	0.5129986196
550	0.5129713551
551	0.5129422919
552	0.5129422919
553	0.5129422919
554	0.5129089585
555	0.5128777839
556	0.5128777839
557	0.5128492926
558	0.5128492926
559	0.5128168314
560	0.5127778491
561	0.5127453072
562	0.5127453072
563	0.5127140853
564	0.5126477744
565	0.5126070135
566	0.5125722288
567	0.5125722288
568	0.5125403675
569	0.5125403675
570	0.5125003878
571	0.5124656601
572	0.5124304604
573	0.5124050764
574	0.5123753365
575	0.5123753365
576	0.5123516233
577	0.5123124975
578	0.5123124975
579	0.5122844925
580	0.5122844925
581	0.5122503213
582	0.5122503213
583	0.5122084497
584	0.5121837826
585	0.5121569
586	0.5121569
587	0.5121295128
588	0.5121295128
589	0.5120527942
590	0.5120527942
591	0.512014639
592	0.5119410341
593	0.511914086
594	0.511914086
595	0.511861586
596	0.511861586
597	0.511861586
598	0.5117840876
599	0.5117840876
600	0.5117261521
601	0.5117261521
602	0.5117261521
603	0.5116961301
604	0.5116961301
605	0.5116384191
606	0.5115710882
607	0.5115272736
608	0.5114626318
609	0.511427891
610	0.5114084975
611	0.5113712255
612	0.5113113283
613	0.5112813626
614	0.5112361781
615	0.5112071303
616	0.5112071303
617	0.5111795292
618	0.5111795292
619	0.5111795292
620	0.5111795292
621	0.5111337089
622	0.5111337089
623	0.5111040408
624	0.5110567248
625	0.5109847187
626	0.5109582556
627	0.5109322168
628	0.5109322168
629	0.5108968241
630	0.5108554227
631	0.5108200368
632	0.5107827891
633	0.5107827891
634	0.5107541705
635	0.5107541705
636	0.5107044436
637	0.5107044436
638	0.5107044436
639	0.510678052
640	0.510678052
641	0.5106468604
642	0.5106141431
643	0.5106141431
644	0.5106141431
645	0.5106141431
646	0.5105931457
647	0.5105578395
648	0.5105578395
649	0.510526415
650	0.5105055747
651	0.5105055747
652	0.5105055747
653	0.5104720846
654	0.5104454956
655	0.5103862407
656	0.5103287836
657	0.5103014841
658	0.5103014841
659	0.5102451635
660	0.510212793
661	0.510212793
662	0.5101830667
663	0.5101830667
664	0.5100997107
665	0.5100997107
666	0.5100719962
667	0.5100719962
668	0.5100429644
669	0.5100130098
670	0.5099934795
671	0.5099638287
672	0.5099638287
673	0.5099328477
674	0.5099328477
675	0.5099328477
676	0.5099328477
677	0.5099328477
678	0.5099328477
679	0.5099008119
680	0.5098748388
681	0.5098748388
682	0.5098748388
683	0.5098748388
684	0.5098748388
685	0.5098748388
686	0.5098748388
687	0.5098748388
688	0.509839771
689	0.509839771
690	0.509839771
691	0.5098012712
692	0.5098012712
693	0.5098012712
694	0.5098012712
695	0.5097691206
696	0.5097691206
697	0.5097691206
698	0.5097691206
699	0.5097691206
700	0.5097691206
701	0.5097691206
702	0.5097352941
703	0.5097117546
704	0.5097117546
705	0.5097117546
706	0.5097117546
707	0.5097117546
708	0.5097117546
709	0.5097117546
710	0.5097117546
711	0.5097117546
712	0.5096891652
713	0.5096891652
714	0.5096581874
715	0.5096279342
716	0.5096279342
717	0.5095972823
718	0.5095800303
719	0.5095257099
720	0.5095034593
721	0.5094662642
722	0.5094662642
723	0.5094662642
724	0.5094662642
725	0.5094152856
726	0.5094152856
727	0.5094152856
728	0.5093826085
729	0.5093826085
730	0.5093407121
731	0.5093101581
732	0.5092695984
733	0.5092695984
734	0.5092695984
735	0.5092695984
736	0.5092283448
737	0.5092283448
738	0.5092283448
739	0.5092283448
740	0.5092283448
741	0.5092283448
742	0.5092283448
743	0.5092283448
744	0.5092039003
745	0.5092039003
746	0.5092039003
747	0.5092039003
748	0.5092039003
749	0.5092039003
750	0.5091846757
751	0.509146462
752	0.509146462
753	0.509146462
754	0.509146462
755	0.509146462
756	0.509146462
757	0.5091045227
758	0.5091045227
759	0.5091045227
760	0.5091045227
761	0.5090715382
762	0.5090715382
763	0.5090715382
764	0.5090715382
765	0.5090715382
766	0.5090715382
767	0.5090715382
768	0.5090403638
769	0.5090403638
770	0.5090078404
771	0.5090078404
772	0.5090078404
773	0.5090078404
774	0.5090078404
775	0.5090078404
776	0.5090078404
777	0.5090078404
778	0.5090078404
779	0.5089906351
780	0.5089578256
781	0.5089578256
782	0.5089578256
783	0.5089578256
784	0.5089578256
785	0.5089578256
786	0.5089059578
787	0.5089059578
788	0.5088621479
789	0.5088621479
790	0.5088621479
791	0.5088621479
792	0.5088621479
793	0.5088621479
794	0.5088387875
795	0.5088387875
796	0.5088081667
797	0.5088081667
798	0.5088081667
799	0.5088081667
800	0.5088081667
801	0.5088081667
802	0.5088081667
803	0.5088081667
804	0.5087749321
805	0.5087749321
806	0.5087749321
807	0.5087390924
808	0.5087390924
809	0.5087390924
810	0.5087390924
811	0.5087390924
812	0.5087390924
813	0.5087390924
814	0.5087390924
815	0.5087390924
816	0.5087192891
817	0.5087192891
818	0.5087192891
819	0.5087192891
820	0.5086729293
821	0.5086399283
822	0.5085930347
823	0.5085930347
824	0.5085930347
825	0.5085930347
826	0.5085461914
827	0.5085461914
828	0.5085461914
829	0.5085461914
830	0.5085100615
831	0.5085100615
832	0.5085100615
833	0.5084867043
834	0.5084867043
835	0.5084867043
836	0.5084867043
837	0.5084867043
838	0.5084867043
839	0.5084867043
840	0.5084558762
841	0.5084148679
842	0.5084148679
843	0.5084148679
844	0.5083821895
845	0.5083821895
846	0.5083821895
847	0.5083821895
848	0.5083821895
849	0.508351264
850	0.508351264
851	0.508351264
852	0.5083175358
853	0.5083175358
854	0.5083175358
855	0.5083175358
856	0.5083175358
857	0.5082845829
858	0.5082472313
859	0.5082472313
860	0.5082151418
861	0.5082151418
862	0.5082151418
863	0.5082151418
864	0.5082151418
865	0.5082151418
866	0.5082151418
867	0.5082151418
868	0.5082151418
869	0.5082151418
870	0.5082151418
871	0.5082151418
872	0.5082151418
873	0.5082151418
874	0.5082151418
875	0.5081975643
876	0.5081975643
877	0.5081975643
878	0.5081557338
879	0.508127175
880	0.5080975077
881	0.5080975077
882	0.5080975077
883	0.5080975077
884	0.5080975077
885	0.5080975077
886	0.5080768659
887	0.5080768659
888	0.5080768659
889	0.5080768659
890	0.5080529908
891	0.5080529908
892	0.5080250983
893	0.5080250983
894	0.5080250983
895	0.5080250983
896	0.5080250983
897	0.5080250983
898	0.5080083499
899	0.5080083499
900	0.5080083499
901	0.5080083499
902	0.5080083499
903	0.5080083499
904	0.5080083499
905	0.5080083499
906	0.5080083499
907	0.5080083499
908	0.5080083499
909	0.5080083499
910	0.5080083499
911	0.5080083499
912	0.5080083499
913	0.5080083499
914	0.5080083499
915	0.5079823289
916	0.5079823289
917	0.5079474608
918	0.5079474608
919	0.5079474608
920	0.5079474608
921	0.5079474608
922	0.5079474608
923	0.5079474608
924	0.5079095354
925	0.5078781164
926	0.5078781164
927	0.5078781164
928	0.5078781164
929	0.5078781164
930	0.5078781164
931	0.5078781164
932	0.5078538369
933	0.5078538369
934	0.5078538369
935	0.5078538369
936	0.5078538369
937	0.5078538369
938	0.5078538369
939	0.5078538369
940	0.5078538369
941	0.5078538369
942	0.5078070225
943	0.5078070225
944	0.5078070225
945	0.5078070225
946	0.5078070225
947	0.5078070225
948	0.5077873985
949	0.5077873985
950	0.5077873985
951	0.5077873985
952	0.5077873985
953	0.5077873985
954	0.5077873985
955	0.5077873985
956	0.5077873985
957	0.5077873985
958	0.5077873985
959	0.5077873985
960	0.5077873985
961	0.5077873985
962	0.5077873985
963	0.5077873985
964	0.5077873985
965	0.5077873985
966	0.5077873985
967	0.5077873985
968	0.5077873985
969	0.5077668445
970	0.5077390161
971	0.5077390161
972	0.5077390161
973	0.5077390161
974	0.5077390161
975	0.5076976802
976	0.5076976802
977	0.5076976802
978	0.5076976802
979	0.5076330971
980	0.5076330971
981	0.5076330971
982	0.5076330971
983	0.5076044407
984	0.5076044407
985	0.5076044407
986	0.5075995479
987	0.5075589188
988	0.5075589188
989	0.5075370585
990	0.5075059771
991	0.5074871174
992	0.5074871174
993	0.5074871174
994	0.5074871174
995	0.5074430212
996	0.5074430212
997	0.5074430212
998	0.5074430212
999	0.5074430212
